Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,0,,0,
Vertical Scale,0.1,,0.2,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
1.3326e+01,-0.092,-0.096,-0.296,-0.304
1.3333e+01,-0.092,-0.084,-0.296,-0.288
1.3341e+01,-0.092,-0.096,-0.296,-0.304
1.3349e+01,-0.092,-0.088,-0.296,-0.288
1.3356e+01,-0.092,-0.096,-0.296,-0.304
1.3364e+01,-0.092,-0.088,-0.296,-0.288
1.3372e+01,-0.092,-0.096,-0.296,-0.304
1.3379e+01,-0.092,-0.084,-0.296,-0.288
1.3387e+01,-0.092,-0.096,-0.296,-0.304
1.3395e+01,-0.092,-0.084,-0.296,-0.288
1.3402e+01,-0.092,-0.096,-0.296,-0.304
1.3410e+01,-0.092,-0.084,-0.296,-0.288
1.3418e+01,-0.092,-0.096,-0.296,-0.304
1.3425e+01,-0.088,-0.084,-0.296,-0.288
1.3433e+01,-0.088,-0.096,-0.296,-0.312
1.3441e+01,-0.088,-0.084,-0.296,-0.28
1.3449e+01,-0.088,-0.096,-0.296,-0.312
1.3456e+01,-0.088,-0.084,-0.296,-0.28
1.3464e+01,-0.088,-0.096,-0.296,-0.312
1.3472e+01,-0.088,-0.084,-0.296,-0.28
1.3479e+01,-0.088,-0.096,-0.296,-0.312
1.3487e+01,-0.088,-0.084,-0.296,-0.28
1.3495e+01,-0.088,-0.092,-0.296,-0.304
1.3502e+01,-0.088,-0.084,-0.296,-0.288
1.3510e+01,-0.088,-0.092,-0.296,-0.304
1.3518e+01,-0.088,-0.084,-0.296,-0.28
1.3525e+01,-0.088,-0.092,-0.296,-0.304
1.3533e+01,-0.088,-0.084,-0.296,-0.288
1.3541e+01,-0.088,-0.092,-0.296,-0.304
1.3548e+01,-0.088,-0.084,-0.296,-0.288
1.3556e+01,-0.088,-0.092,-0.296,-0.304
1.3564e+01,-0.088,-0.084,-0.296,-0.288
1.3571e+01,-0.088,-0.092,-0.296,-0.304
1.3579e+01,-0.088,-0.084,-0.296,-0.28
1.3587e+01,-0.088,-0.092,-0.296,-0.304
1.3594e+01,-0.088,-0.084,-0.296,-0.288
1.3602e+01,-0.088,-0.092,-0.296,-0.312
1.3610e+01,-0.088,-0.084,-0.296,-0.28
1.3618e+01,-0.088,-0.092,-0.296,-0.304
1.3625e+01,-0.088,-0.084,-0.296,-0.28
1.3633e+01,-0.088,-0.092,-0.296,-0.304
1.3641e+01,-0.088,-0.084,-0.296,-0.28
1.3648e+01,-0.088,-0.092,-0.296,-0.304
1.3656e+01,-0.088,-0.084,-0.296,-0.28
1.3664e+01,-0.088,-0.092,-0.296,-0.304
1.3671e+01,-0.088,-0.084,-0.296,-0.28
1.3679e+01,-0.088,-0.092,-0.296,-0.304
1.3687e+01,-0.088,-0.084,-0.296,-0.288
1.3694e+01,-0.088,-0.092,-0.296,-0.304
1.3702e+01,-0.088,-0.084,-0.296,-0.28
1.3710e+01,-0.088,-0.092,-0.296,-0.304
1.3717e+01,-0.088,-0.084,-0.296,-0.28
1.3725e+01,-0.088,-0.092,-0.296,-0.304
1.3733e+01,-0.088,-0.084,-0.296,-0.28
1.3740e+01,-0.088,-0.092,-0.296,-0.304
1.3748e+01,-0.088,-0.084,-0.296,-0.28
1.3756e+01,-0.088,-0.092,-0.296,-0.312
1.3763e+01,-0.088,-0.084,-0.296,-0.28
1.3771e+01,-0.088,-0.092,-0.296,-0.304
1.3779e+01,-0.088,-0.084,-0.296,-0.28
1.3786e+01,-0.088,-0.092,-0.296,-0.304
1.3794e+01,-0.088,-0.084,-0.296,-0.28
1.3802e+01,-0.088,-0.092,-0.296,-0.304
1.3810e+01,-0.088,-0.08,-0.296,-0.28
1.3817e+01,-0.088,-0.092,-0.296,-0.304
1.3825e+01,-0.088,-0.084,-0.296,-0.28
1.3833e+01,-0.088,-0.092,-0.296,-0.304
1.3840e+01,-0.088,-0.08,-0.296,-0.28
1.3848e+01,-0.088,-0.092,-0.296,-0.304
1.3856e+01,-0.088,-0.084,-0.296,-0.28
1.3863e+01,-0.088,-0.092,-0.296,-0.304
1.3871e+01,-0.088,-0.084,-0.296,-0.28
1.3879e+01,-0.088,-0.092,-0.296,-0.304
1.3886e+01,-0.088,-0.08,-0.296,-0.28
1.3894e+01,-0.088,-0.092,-0.296,-0.304
1.3902e+01,-0.088,-0.084,-0.296,-0.28
1.3909e+01,-0.088,-0.092,-0.296,-0.304
1.3917e+01,-0.088,-0.08,-0.296,-0.28
1.3925e+01,-0.088,-0.092,-0.296,-0.304
1.3932e+01,-0.088,-0.08,-0.296,-0.28
1.3940e+01,-0.088,-0.092,-0.296,-0.304
1.3948e+01,-0.088,-0.08,-0.288,-0.28
1.3955e+01,-0.084,-0.092,-0.288,-0.304
1.3963e+01,-0.084,-0.08,-0.288,-0.28
1.3971e+01,-0.084,-0.092,-0.288,-0.304
1.3978e+01,-0.084,-0.08,-0.288,-0.28
1.3986e+01,-0.084,-0.092,-0.288,-0.304
1.3994e+01,-0.084,-0.08,-0.288,-0.28
1.4002e+01,-0.084,-0.088,-0.288,-0.304
1.4009e+01,-0.084,-0.08,-0.288,-0.28
1.4017e+01,-0.084,-0.088,-0.288,-0.304
1.4025e+01,-0.084,-0.08,-0.288,-0.28
1.4032e+01,-0.084,-0.088,-0.288,-0.304
1.4040e+01,-0.084,-0.08,-0.288,-0.28
1.4048e+01,-0.084,-0.092,-0.288,-0.304
1.4055e+01,-0.084,-0.08,-0.288,-0.28
1.4063e+01,-0.084,-0.088,-0.288,-0.304
1.4071e+01,-0.084,-0.08,-0.288,-0.28
1.4078e+01,-0.084,-0.088,-0.288,-0.304
1.4086e+01,-0.084,-0.08,-0.288,-0.28
1.4094e+01,-0.084,-0.088,-0.288,-0.304
1.4101e+01,-0.084,-0.08,-0.288,-0.28
1.4109e+01,-0.084,-0.088,-0.288,-0.304
1.4117e+01,-0.084,-0.08,-0.288,-0.28
1.4124e+01,-0.084,-0.088,-0.288,-0.304
1.4132e+01,-0.084,-0.08,-0.288,-0.28
1.4140e+01,-0.084,-0.088,-0.288,-0.304
1.4147e+01,-0.084,-0.08,-0.288,-0.28
1.4155e+01,-0.084,-0.088,-0.288,-0.304
1.4163e+01,-0.084,-0.08,-0.288,-0.28
1.4171e+01,-0.084,-0.088,-0.288,-0.304
1.4178e+01,-0.084,-0.08,-0.288,-0.28
1.4186e+01,-0.084,-0.088,-0.288,-0.304
1.4194e+01,-0.084,-0.08,-0.288,-0.28
1.4201e+01,-0.084,-0.088,-0.288,-0.296
1.4209e+01,-0.084,-0.08,-0.288,-0.28
1.4217e+01,-0.084,-0.088,-0.288,-0.296
1.4224e+01,-0.084,-0.08,-0.288,-0.28
1.4232e+01,-0.084,-0.088,-0.288,-0.304
1.4240e+01,-0.084,-0.08,-0.288,-0.272
1.4247e+01,-0.084,-0.088,-0.288,-0.296
1.4255e+01,-0.084,-0.08,-0.288,-0.28
1.4263e+01,-0.084,-0.088,-0.288,-0.296
1.4270e+01,-0.084,-0.08,-0.288,-0.28
1.4278e+01,-0.084,-0.088,-0.288,-0.304
1.4286e+01,-0.084,-0.08,-0.288,-0.28
1.4293e+01,-0.084,-0.088,-0.288,-0.296
1.4301e+01,-0.084,-0.08,-0.288,-0.28
1.4309e+01,-0.084,-0.088,-0.288,-0.296
1.4316e+01,-0.084,-0.08,-0.288,-0.28
1.4324e+01,-0.084,-0.088,-0.288,-0.296
1.4332e+01,-0.084,-0.08,-0.288,-0.28
1.4339e+01,-0.084,-0.088,-0.288,-0.296
1.4347e+01,-0.084,-0.08,-0.288,-0.28
1.4355e+01,-0.084,-0.088,-0.288,-0.296
1.4363e+01,-0.084,-0.08,-0.288,-0.28
1.4370e+01,-0.084,-0.088,-0.288,-0.296
1.4378e+01,-0.084,-0.076,-0.288,-0.272
1.4386e+01,-0.084,-0.088,-0.288,-0.304
1.4393e+01,-0.084,-0.076,-0.288,-0.272
1.4401e+01,-0.084,-0.088,-0.288,-0.304
1.4409e+01,-0.084,-0.076,-0.288,-0.28
1.4416e+01,-0.084,-0.088,-0.288,-0.296
1.4424e+01,-0.084,-0.076,-0.288,-0.28
1.4432e+01,-0.084,-0.088,-0.288,-0.304
1.4439e+01,-0.084,-0.076,-0.288,-0.272
1.4447e+01,-0.084,-0.088,-0.288,-0.296
1.4455e+01,-0.084,-0.076,-0.288,-0.28
1.4462e+01,-0.084,-0.088,-0.288,-0.296
1.4470e+01,-0.084,-0.076,-0.288,-0.28
1.4478e+01,-0.08,-0.088,-0.288,-0.296
1.4485e+01,-0.08,-0.076,-0.288,-0.28
1.4493e+01,-0.08,-0.088,-0.288,-0.296
1.4501e+01,-0.08,-0.076,-0.288,-0.28
1.4508e+01,-0.08,-0.088,-0.288,-0.296
1.4516e+01,-0.08,-0.076,-0.288,-0.28
1.4524e+01,-0.08,-0.088,-0.288,-0.296
1.4531e+01,-0.08,-0.076,-0.288,-0.28
1.4539e+01,-0.08,-0.084,-0.288,-0.296
1.4547e+01,-0.08,-0.076,-0.288,-0.272
1.4555e+01,-0.08,-0.088,-0.288,-0.296
1.4562e+01,-0.08,-0.076,-0.288,-0.272
1.4570e+01,-0.08,-0.084,-0.288,-0.296
1.4578e+01,-0.08,-0.076,-0.288,-0.272
1.4585e+01,-0.08,-0.084,-0.288,-0.296
1.4593e+01,-0.08,-0.076,-0.288,-0.272
1.4601e+01,-0.08,-0.084,-0.288,-0.296
1.4608e+01,-0.08,-0.076,-0.288,-0.28
1.4616e+01,-0.08,-0.084,-0.288,-0.296
1.4624e+01,-0.08,-0.076,-0.288,-0.28
1.4631e+01,-0.08,-0.084,-0.288,-0.296
1.4639e+01,-0.08,-0.076,-0.288,-0.28
1.4647e+01,-0.08,-0.084,-0.288,-0.296
1.4654e+01,-0.08,-0.076,-0.288,-0.272
1.4662e+01,-0.08,-0.084,-0.288,-0.296
1.4670e+01,-0.08,-0.076,-0.288,-0.28
1.4677e+01,-0.08,-0.084,-0.288,-0.296
1.4685e+01,-0.08,-0.076,-0.288,-0.28
1.4693e+01,-0.08,-0.084,-0.288,-0.296
1.4700e+01,-0.08,-0.076,-0.288,-0.272
1.4708e+01,-0.08,-0.084,-0.288,-0.296
1.4716e+01,-0.08,-0.076,-0.288,-0.272
1.4724e+01,-0.08,-0.084,-0.288,-0.296
1.4731e+01,-0.08,-0.076,-0.288,-0.272
1.4739e+01,-0.08,-0.084,-0.288,-0.296
1.4747e+01,-0.08,-0.076,-0.288,-0.272
1.4754e+01,-0.08,-0.084,-0.288,-0.296
1.4762e+01,-0.08,-0.076,-0.288,-0.272
1.4770e+01,-0.08,-0.084,-0.288,-0.296
1.4777e+01,-0.08,-0.076,-0.288,-0.272
1.4785e+01,-0.08,-0.084,-0.288,-0.296
1.4793e+01,-0.08,-0.076,-0.288,-0.272
1.4800e+01,-0.08,-0.084,-0.28,-0.296
1.4808e+01,-0.08,-0.076,-0.28,-0.272
1.4816e+01,-0.08,-0.084,-0.28,-0.296
1.4823e+01,-0.08,-0.076,-0.28,-0.272
1.4831e+01,-0.08,-0.084,-0.28,-0.296
1.4839e+01,-0.08,-0.076,-0.28,-0.272
1.4846e+01,-0.08,-0.084,-0.28,-0.296
1.4854e+01,-0.08,-0.076,-0.28,-0.272
1.4862e+01,-0.08,-0.084,-0.28,-0.296
1.4869e+01,-0.08,-0.076,-0.28,-0.272
1.4877e+01,-0.08,-0.084,-0.28,-0.296
1.4885e+01,-0.08,-0.076,-0.28,-0.272
1.4892e+01,-0.08,-0.084,-0.28,-0.296
1.4900e+01,-0.08,-0.076,-0.28,-0.272
1.4908e+01,-0.08,-0.084,-0.28,-0.296
1.4916e+01,-0.08,-0.072,-0.28,-0.272
1.4923e+01,-0.08,-0.084,-0.28,-0.296
1.4931e+01,-0.08,-0.072,-0.28,-0.272
1.4939e+01,-0.08,-0.084,-0.28,-0.296
1.4946e+01,-0.08,-0.072,-0.28,-0.272
1.4954e+01,-0.08,-0.084,-0.28,-0.296
1.4962e+01,-0.076,-0.072,-0.28,-0.272
1.4969e+01,-0.076,-0.084,-0.28,-0.296
1.4977e+01,-0.076,-0.072,-0.28,-0.272
1.4985e+01,-0.076,-0.084,-0.28,-0.296
1.4992e+01,-0.076,-0.072,-0.28,-0.272
1.5000e+01,-0.076,-0.084,-0.28,-0.296
1.5008e+01,-0.076,-0.072,-0.28,-0.272
1.5015e+01,-0.076,-0.084,-0.28,-0.296
1.5023e+01,-0.076,-0.072,-0.28,-0.272
1.5031e+01,-0.076,-0.084,-0.28,-0.304
1.5038e+01,-0.076,-0.072,-0.28,-0.264
1.5046e+01,-0.076,-0.08,-0.28,-0.296
1.5054e+01,-0.076,-0.072,-0.28,-0.272
1.5061e+01,-0.076,-0.08,-0.28,-0.296
1.5069e+01,-0.076,-0.072,-0.28,-0.264
1.5077e+01,-0.076,-0.084,-0.28,-0.296
1.5084e+01,-0.076,-0.072,-0.28,-0.272
1.5092e+01,-0.076,-0.08,-0.28,-0.288
1.5100e+01,-0.076,-0.072,-0.28,-0.272
1.5108e+01,-0.076,-0.08,-0.28,-0.288
1.5115e+01,-0.076,-0.072,-0.28,-0.272
1.5123e+01,-0.076,-0.08,-0.28,-0.288
1.5131e+01,-0.076,-0.072,-0.28,-0.272
1.5138e+01,-0.076,-0.08,-0.28,-0.288
1.5146e+01,-0.076,-0.072,-0.28,-0.272
1.5154e+01,-0.076,-0.08,-0.28,-0.288
1.5161e+01,-0.076,-0.072,-0.28,-0.272
1.5169e+01,-0.076,-0.08,-0.28,-0.288
1.5177e+01,-0.076,-0.072,-0.28,-0.264
1.5184e+01,-0.076,-0.08,-0.28,-0.296
1.5192e+01,-0.076,-0.072,-0.28,-0.264
1.5200e+01,-0.076,-0.08,-0.28,-0.288
1.5207e+01,-0.076,-0.072,-0.28,-0.264
1.5215e+01,-0.076,-0.08,-0.28,-0.288
1.5223e+01,-0.076,-0.072,-0.28,-0.272
1.5230e+01,-0.076,-0.08,-0.28,-0.296
1.5238e+01,-0.076,-0.072,-0.28,-0.264
1.5246e+01,-0.076,-0.08,-0.28,-0.288
1.5253e+01,-0.076,-0.072,-0.28,-0.272
1.5261e+01,-0.076,-0.08,-0.28,-0.288
1.5269e+01,-0.076,-0.072,-0.28,-0.272
1.5276e+01,-0.076,-0.08,-0.28,-0.288
1.5284e+01,-0.076,-0.072,-0.28,-0.272
1.5292e+01,-0.076,-0.08,-0.28,-0.288
1.5300e+01,-0.076,-0.072,-0.28,-0.272
1.5307e+01,-0.076,-0.08,-0.28,-0.288
1.5315e+01,-0.076,-0.072,-0.28,-0.272
1.5323e+01,-0.076,-0.08,-0.28,-0.288
1.5330e+01,-0.076,-0.072,-0.28,-0.272
1.5338e+01,-0.076,-0.08,-0.28,-0.288
1.5346e+01,-0.076,-0.072,-0.28,-0.264
1.5353e+01,-0.076,-0.08,-0.28,-0.288
1.5361e+01,-0.076,-0.072,-0.28,-0.264
1.5369e+01,-0.076,-0.08,-0.28,-0.288
1.5376e+01,-0.076,-0.072,-0.28,-0.264
1.5384e+01,-0.076,-0.08,-0.28,-0.288
1.5392e+01,-0.076,-0.072,-0.28,-0.264
1.5399e+01,-0.076,-0.08,-0.28,-0.288
1.5407e+01,-0.076,-0.072,-0.28,-0.272
1.5415e+01,-0.076,-0.08,-0.28,-0.288
1.5422e+01,-0.076,-0.072,-0.28,-0.272
1.5430e+01,-0.076,-0.08,-0.28,-0.288
1.5438e+01,-0.076,-0.072,-0.28,-0.264
1.5445e+01,-0.076,-0.08,-0.28,-0.288
1.5453e+01,-0.076,-0.068,-0.28,-0.264
1.5461e+01,-0.076,-0.08,-0.28,-0.288
1.5469e+01,-0.076,-0.068,-0.28,-0.264
1.5476e+01,-0.076,-0.08,-0.28,-0.288
1.5484e+01,-0.076,-0.068,-0.28,-0.264
1.5492e+01,-0.076,-0.08,-0.28,-0.288
1.5499e+01,-0.076,-0.068,-0.28,-0.264
1.5507e+01,-0.072,-0.08,-0.28,-0.288
1.5515e+01,-0.072,-0.068,-0.28,-0.264
1.5522e+01,-0.072,-0.08,-0.28,-0.288
1.5530e+01,-0.072,-0.068,-0.28,-0.264
1.5538e+01,-0.072,-0.076,-0.28,-0.288
1.5545e+01,-0.072,-0.068,-0.28,-0.264
1.5553e+01,-0.072,-0.08,-0.28,-0.288
1.5561e+01,-0.072,-0.068,-0.28,-0.264
1.5568e+01,-0.072,-0.076,-0.28,-0.288
1.5576e+01,-0.072,-0.068,-0.28,-0.264
1.5584e+01,-0.072,-0.076,-0.28,-0.288
1.5591e+01,-0.072,-0.068,-0.28,-0.264
1.5599e+01,-0.072,-0.076,-0.28,-0.288
1.5607e+01,-0.072,-0.068,-0.28,-0.264
1.5614e+01,-0.072,-0.076,-0.28,-0.288
1.5622e+01,-0.072,-0.068,-0.28,-0.264
1.5630e+01,-0.072,-0.076,-0.28,-0.288
1.5637e+01,-0.072,-0.068,-0.28,-0.264
1.5645e+01,-0.072,-0.076,-0.28,-0.288
1.5653e+01,-0.072,-0.068,-0.28,-0.264
1.5661e+01,-0.072,-0.076,-0.28,-0.288
1.5668e+01,-0.072,-0.068,-0.28,-0.264
1.5676e+01,-0.072,-0.076,-0.272,-0.296
1.5684e+01,-0.072,-0.068,-0.272,-0.264
1.5691e+01,-0.072,-0.076,-0.272,-0.288
1.5699e+01,-0.072,-0.068,-0.272,-0.264
1.5707e+01,-0.072,-0.076,-0.272,-0.288
1.5714e+01,-0.072,-0.068,-0.272,-0.264
1.5722e+01,-0.072,-0.076,-0.272,-0.288
1.5730e+01,-0.072,-0.068,-0.272,-0.264
1.5737e+01,-0.072,-0.076,-0.272,-0.288
1.5745e+01,-0.072,-0.068,-0.272,-0.264
1.5753e+01,-0.072,-0.076,-0.272,-0.288
1.5760e+01,-0.072,-0.068,-0.272,-0.264
1.5768e+01,-0.072,-0.076,-0.272,-0.288
1.5776e+01,-0.072,-0.068,-0.272,-0.264
1.5783e+01,-0.072,-0.076,-0.272,-0.288
1.5791e+01,-0.072,-0.068,-0.272,-0.264
1.5799e+01,-0.072,-0.076,-0.272,-0.288
1.5806e+01,-0.072,-0.068,-0.272,-0.264
1.5814e+01,-0.072,-0.076,-0.272,-0.288
1.5822e+01,-0.072,-0.068,-0.272,-0.264
1.5829e+01,-0.072,-0.076,-0.272,-0.288
1.5837e+01,-0.072,-0.068,-0.272,-0.264
1.5845e+01,-0.072,-0.076,-0.272,-0.28
1.5853e+01,-0.072,-0.068,-0.272,-0.264
1.5860e+01,-0.072,-0.076,-0.272,-0.288
1.5868e+01,-0.072,-0.068,-0.272,-0.264
1.5876e+01,-0.072,-0.076,-0.272,-0.28
1.5883e+01,-0.072,-0.068,-0.272,-0.264
1.5891e+01,-0.072,-0.076,-0.272,-0.28
1.5899e+01,-0.072,-0.068,-0.272,-0.264
1.5906e+01,-0.072,-0.076,-0.272,-0.28
1.5914e+01,-0.072,-0.064,-0.272,-0.264
1.5922e+01,-0.072,-0.076,-0.272,-0.28
1.5929e+01,-0.072,-0.064,-0.272,-0.264
1.5937e+01,-0.072,-0.076,-0.272,-0.28
1.5945e+01,-0.072,-0.064,-0.272,-0.264
1.5952e+01,-0.072,-0.076,-0.272,-0.28
1.5960e+01,-0.072,-0.064,-0.272,-0.264
1.5968e+01,-0.072,-0.076,-0.272,-0.28
1.5975e+01,-0.072,-0.064,-0.272,-0.264
1.5983e+01,-0.072,-0.076,-0.272,-0.28
1.5991e+01,-0.072,-0.064,-0.272,-0.256
1.5998e+01,-0.072,-0.076,-0.272,-0.288
1.6006e+01,-0.072,-0.064,-0.272,-0.264
1.6014e+01,-0.068,-0.076,-0.272,-0.28
1.6022e+01,-0.068,-0.064,-0.272,-0.264
1.6029e+01,-0.068,-0.076,-0.272,-0.288
1.6037e+01,-0.068,-0.064,-0.272,-0.264
1.6045e+01,-0.068,-0.076,-0.272,-0.28
1.6052e+01,-0.068,-0.064,-0.272,-0.264
1.6060e+01,-0.068,-0.076,-0.272,-0.28
1.6068e+01,-0.068,-0.064,-0.272,-0.264
1.6075e+01,-0.068,-0.076,-0.272,-0.28
1.6083e+01,-0.068,-0.064,-0.272,-0.264
1.6091e+01,-0.068,-0.076,-0.272,-0.28
1.6098e+01,-0.068,-0.064,-0.272,-0.264
1.6106e+01,-0.068,-0.072,-0.272,-0.28
1.6114e+01,-0.068,-0.064,-0.272,-0.264
1.6121e+01,-0.068,-0.072,-0.272,-0.28
1.6129e+01,-0.068,-0.064,-0.272,-0.256
1.6137e+01,-0.068,-0.072,-0.272,-0.28
1.6144e+01,-0.068,-0.064,-0.272,-0.256
1.6152e+01,-0.068,-0.076,-0.272,-0.28
1.6160e+01,-0.068,-0.064,-0.272,-0.256
1.6167e+01,-0.068,-0.072,-0.272,-0.28
1.6175e+01,-0.068,-0.064,-0.272,-0.256
1.6183e+01,-0.068,-0.072,-0.272,-0.28
1.6190e+01,-0.068,-0.064,-0.272,-0.256
1.6198e+01,-0.068,-0.072,-0.272,-0.28
1.6206e+01,-0.068,-0.064,-0.272,-0.264
1.6214e+01,-0.068,-0.072,-0.272,-0.28
1.6221e+01,-0.068,-0.064,-0.272,-0.264
1.6229e+01,-0.068,-0.072,-0.272,-0.28
1.6237e+01,-0.068,-0.064,-0.272,-0.256
1.6244e+01,-0.068,-0.072,-0.272,-0.28
1.6252e+01,-0.068,-0.064,-0.272,-0.256
1.6260e+01,-0.068,-0.072,-0.272,-0.28
1.6267e+01,-0.068,-0.064,-0.272,-0.264
1.6275e+01,-0.068,-0.072,-0.272,-0.28
1.6283e+01,-0.068,-0.064,-0.272,-0.256
1.6290e+01,-0.068,-0.072,-0.272,-0.28
1.6298e+01,-0.068,-0.064,-0.272,-0.256
1.6306e+01,-0.068,-0.072,-0.272,-0.28
1.6313e+01,-0.068,-0.064,-0.272,-0.256
1.6321e+01,-0.068,-0.072,-0.272,-0.288
1.6329e+01,-0.068,-0.064,-0.272,-0.256
1.6336e+01,-0.068,-0.072,-0.272,-0.28
1.6344e+01,-0.068,-0.064,-0.272,-0.256
1.6352e+01,-0.068,-0.072,-0.264,-0.28
1.6359e+01,-0.068,-0.064,-0.264,-0.256
1.6367e+01,-0.068,-0.072,-0.264,-0.28
1.6375e+01,-0.068,-0.06,-0.264,-0.256
1.6382e+01,-0.068,-0.072,-0.264,-0.28
1.6390e+01,-0.068,-0.06,-0.264,-0.256
1.6398e+01,-0.068,-0.072,-0.264,-0.28
1.6406e+01,-0.068,-0.06,-0.264,-0.256
1.6413e+01,-0.068,-0.072,-0.264,-0.28
1.6421e+01,-0.068,-0.06,-0.264,-0.256
1.6429e+01,-0.068,-0.072,-0.264,-0.28
1.6436e+01,-0.068,-0.06,-0.264,-0.256
1.6444e+01,-0.068,-0.072,-0.264,-0.28
1.6452e+01,-0.068,-0.06,-0.264,-0.256
1.6459e+01,-0.068,-0.072,-0.264,-0.28
1.6467e+01,-0.068,-0.06,-0.264,-0.256
1.6475e+01,-0.068,-0.072,-0.264,-0.28
1.6482e+01,-0.068,-0.06,-0.264,-0.248
1.6490e+01,-0.068,-0.072,-0.264,-0.28
1.6498e+01,-0.068,-0.06,-0.264,-0.256
1.6505e+01,-0.068,-0.072,-0.264,-0.28
1.6513e+01,-0.068,-0.06,-0.264,-0.256
1.6521e+01,-0.068,-0.072,-0.264,-0.28
1.6528e+01,-0.064,-0.06,-0.264,-0.256
1.6536e+01,-0.064,-0.072,-0.264,-0.28
1.6544e+01,-0.064,-0.06,-0.264,-0.256
1.6551e+01,-0.064,-0.072,-0.264,-0.28
1.6559e+01,-0.064,-0.06,-0.264,-0.256
1.6567e+01,-0.064,-0.072,-0.264,-0.28
1.6575e+01,-0.064,-0.06,-0.264,-0.256
1.6582e+01,-0.064,-0.072,-0.264,-0.272
1.6590e+01,-0.064,-0.06,-0.264,-0.256
1.6598e+01,-0.064,-0.072,-0.264,-0.272
1.6605e+01,-0.064,-0.06,-0.264,-0.256
1.6613e+01,-0.064,-0.072,-0.264,-0.272
1.6621e+01,-0.064,-0.06,-0.264,-0.256
1.6628e+01,-0.064,-0.072,-0.264,-0.28
1.6636e+01,-0.064,-0.06,-0.264,-0.248
1.6644e+01,-0.064,-0.072,-0.264,-0.272
1.6651e+01,-0.064,-0.06,-0.264,-0.256
1.6659e+01,-0.064,-0.068,-0.264,-0.28
1.6667e+01,-0.064,-0.06,-0.264,-0.248
1.6674e+01,-0.064,-0.068,-0.264,-0.272
1.6682e+01,-0.064,-0.06,-0.264,-0.256
1.6690e+01,-0.064,-0.068,-0.264,-0.272
1.6697e+01,-0.064,-0.06,-0.264,-0.256
1.6705e+01,-0.064,-0.068,-0.264,-0.272
1.6713e+01,-0.064,-0.06,-0.264,-0.256
1.6720e+01,-0.064,-0.068,-0.264,-0.272
1.6728e+01,-0.064,-0.06,-0.264,-0.256
1.6736e+01,-0.064,-0.068,-0.264,-0.272
1.6743e+01,-0.064,-0.06,-0.264,-0.256
1.6751e+01,-0.064,-0.068,-0.264,-0.272
1.6759e+01,-0.064,-0.06,-0.264,-0.256
1.6767e+01,-0.064,-0.068,-0.264,-0.272
1.6774e+01,-0.064,-0.06,-0.264,-0.248
1.6782e+01,-0.064,-0.068,-0.264,-0.28
1.6790e+01,-0.064,-0.06,-0.264,-0.248
1.6797e+01,-0.064,-0.068,-0.264,-0.272
1.6805e+01,-0.064,-0.06,-0.264,-0.248
1.6813e+01,-0.064,-0.068,-0.264,-0.272
1.6820e+01,-0.064,-0.06,-0.264,-0.248
1.6828e+01,-0.064,-0.068,-0.264,-0.272
1.6836e+01,-0.064,-0.06,-0.264,-0.256
1.6843e+01,-0.064,-0.068,-0.264,-0.272
1.6851e+01,-0.064,-0.06,-0.264,-0.256
1.6859e+01,-0.064,-0.068,-0.264,-0.272
1.6866e+01,-0.064,-0.06,-0.264,-0.256
1.6874e+01,-0.064,-0.068,-0.264,-0.272
1.6882e+01,-0.064,-0.06,-0.264,-0.248
1.6889e+01,-0.064,-0.068,-0.264,-0.272
1.6897e+01,-0.064,-0.06,-0.264,-0.248
1.6905e+01,-0.064,-0.068,-0.264,-0.272
1.6912e+01,-0.064,-0.056,-0.264,-0.256
1.6920e+01,-0.064,-0.068,-0.264,-0.272
1.6928e+01,-0.064,-0.056,-0.264,-0.248
1.6935e+01,-0.064,-0.068,-0.264,-0.272
1.6943e+01,-0.064,-0.056,-0.264,-0.248
1.6951e+01,-0.064,-0.068,-0.264,-0.28
1.6959e+01,-0.064,-0.056,-0.264,-0.248
1.6966e+01,-0.064,-0.068,-0.264,-0.272
1.6974e+01,-0.064,-0.056,-0.264,-0.248
1.6982e+01,-0.064,-0.068,-0.256,-0.272
1.6989e+01,-0.064,-0.056,-0.256,-0.248
1.6997e+01,-0.064,-0.068,-0.256,-0.272
1.7005e+01,-0.064,-0.056,-0.256,-0.248
1.7012e+01,-0.064,-0.068,-0.256,-0.272
1.7020e+01,-0.064,-0.056,-0.256,-0.248
1.7028e+01,-0.064,-0.068,-0.256,-0.272
1.7035e+01,-0.064,-0.056,-0.256,-0.248
1.7043e+01,-0.064,-0.068,-0.256,-0.272
1.7051e+01,-0.064,-0.056,-0.256,-0.248
1.7058e+01,-0.06,-0.068,-0.256,-0.272
1.7066e+01,-0.06,-0.056,-0.256,-0.248
1.7074e+01,-0.06,-0.068,-0.256,-0.272
1.7081e+01,-0.06,-0.056,-0.256,-0.248
1.7089e+01,-0.06,-0.068,-0.256,-0.272
